unified_id,original_id,product_name,sentiment,opinion,score,date,source_file
1615,210796721,,positive,Siuk,,2025-11-26,opinions_MJ.csv
1616,210794397,,positive,me likey,,2025-11-26,opinions_MJ.csv
1617,210779695,,positive,its balatro,,2025-11-26,opinions_MJ.csv
1618,210762646,,positive,Its so good. Its a Poker roguelike. I cant stop,,2025-11-26,opinions_MJ.csv
1619,210754989,,positive,This is Addiction the Game.,,2025-11-26,opinions_MJ.csv
1620,210751128,,positive,amazing,,2025-11-26,opinions_MJ.csv
1621,210750738,,positive,"b a l a t r O",,2025-11-26,opinions_MJ.csv
1622,210749053,,positive,EL BARTOLO,,2025-11-26,opinions_MJ.csv
1623,210744710,,positive,cards,,2025-11-26,opinions_MJ.csv
1624,210740831,,positive,was good nuf said,,2025-11-26,opinions_MJ.csv
1625,210739867,,positive,"addicting gambling-based roguelike, what more could you want from a game. definitely grab this, i'd recommend on your phone but on steam if you want to mod it, which is slowly becoming more promiment. developer is still updating it as well.",,2025-11-26,opinions_MJ.csv
1626,210739785,,positive,ts so peak,,2025-11-26,opinions_MJ.csv
1627,210739506,,positive,One of the greatest video games ever created...,,2025-11-26,opinions_MJ.csv
1628,210734817,,positive,"This game will calculate the exact best way to screw you over every time, and it's still good.",,2025-11-26,opinions_MJ.csv
1629,210734064,,positive,"Funner ",,2025-11-26,opinions_MJ.csv
1630,210731741,,positive,"can't stop playing, send help",,2025-11-26,opinions_MJ.csv
1631,210727008,,positive,the ding and bings make my game happy when i play a card sharp hand :),,2025-11-26,opinions_MJ.csv
1632,210725901,,positive,it's the video game equivalent of sniffing a line of cocaine off a french girl's ass,,2025-11-26,opinions_MJ.csv
1633,210725621,,positive,"+Very Replayable +Simple but Engaging gameplay  +art direction  there's a reason this indie game was nominated for game of the year it is extremely fun",,2025-11-26,opinions_MJ.csv
1634,210723316,,positive,LETS GO GAMBLING,,2025-11-26,opinions_MJ.csv
1635,210721578,,positive,67,,2025-11-26,opinions_MJ.csv
1636,210721416,,positive,"This is honestly one of the best games I have ever played. I have it on my phone as well and its awesome on  mobile. If you like Roguelites, poker or challenging addictive gameplay get this game. I have way more gameplay on mobile.",,2025-11-26,opinions_MJ.csv
1637,210719002,,positive,gamble,,2025-11-26,opinions_MJ.csv
1638,210713443,,positive,I have bought the game on every device I own. IT IS THE GOAT ,,2025-11-26,opinions_MJ.csv
1639,210703981,,positive,"Better than UNO, only by a bit. It cured my testicular cancer👍",,2025-11-26,opinions_MJ.csv
1640,210701359,,positive,mechanics feel so simple but this game have something that keep me playing everyday,,2025-11-25,opinions_MJ.csv
1641,210699879,,positive,"I didn't get hooked like some of my friends but overall pretty good game, great vibes, and good visuals.",,2025-11-25,opinions_MJ.csv
1642,210695689,,positive,Honestly one of the best card games ever made,,2025-11-25,opinions_MJ.csv
1643,210686107,,positive,"Poker with many twists. Simple game with complex growth.  Im not a big poker person and I was/am addicted to this. I dont play a ton of games but this one has been a regular that I keep coming back to.   Make the jump to try it and you will see, its a banger.",,2025-11-25,opinions_MJ.csv
1644,210681691,,positive,"did not expect it to be THAT addicting. Smoking crack is a oke to this game. Numbers go BRRRRRRR.  Ps. would love if some jokers would be a bit more mathematical, like formula for X dependent, would be hilarious",,2025-11-25,opinions_MJ.csv
1645,210679534,,positive,"I am hooked, def worth a play. Easy to pick up and put down",,2025-11-25,opinions_MJ.csv
1646,210677558,,positive,This game taught me to play poker so now I've lost all my money and my wife left me and took the kids i've lost everything thank you!,,2025-11-25,opinions_MJ.csv
1647,210675720,,positive,"this thing consumed all of my free time, in or out of the game",,2025-11-25,opinions_MJ.csv
1648,210674212,,positive,Still didn't get old.,,2025-11-25,opinions_MJ.csv
1649,210672224,,positive,"""Let's just play 1 round..""  AGAIN AGAIN AGAIN AGAIN AGAIN AGAIN   ""NOPE!""",,2025-11-25,opinions_MJ.csv
1650,210671283,,positive,I LOVE GAMBLING,,2025-11-25,opinions_MJ.csv
1651,210664638,,positive,"Its like gambling but not gambling, i love it! the card game on your computer that is actually fun",,2025-11-25,opinions_MJ.csv
1652,210656053,,positive,The cards speak to me,,2025-11-25,opinions_MJ.csv
1653,210648071,,positive,"This game and I are like a couple that has been married for 50 years.  It can irritate me so much and knows how to get under my skin, yet I love it so much. It can surprise me even when I'm not expecting it. I have strong opinions about what I'd rather it not do, yet it does it anyway.  10/10 would recommend to anyone that has a crippling gambling addiction.",,2025-11-25,opinions_MJ.csv
1654,210646673,,positive,poker but silly banana card,,2025-11-25,opinions_MJ.csv
1655,210644321,,positive,.,,2025-11-25,opinions_MJ.csv
1656,210637069,,positive,the best card game ever,,2025-11-25,opinions_MJ.csv
1657,210632502,,positive,"This game is just fun, w replayability aswell",,2025-11-25,opinions_MJ.csv
1658,210630059,,positive,I hate how much this game taught me about the game of poker.,,2025-11-25,opinions_MJ.csv
1659,210611016,,positive,drug,,2025-11-25,opinions_MJ.csv
1660,210607797,,positive,"after completing Completionist, Completionist +, Completionist ++ and all the other achievements I can say its ok  I guess",,2025-11-25,opinions_MJ.csv
1661,210601343,,positive,w,,2025-11-25,opinions_MJ.csv
1662,210600949,,positive,"I feel as if im gaining a new addiction, as I can't stop playing this.",,2025-11-25,opinions_MJ.csv
1663,210600676,,positive,"I didn't know how to play poker. I still don't know how to play poker. 10/10",,2025-11-25,opinions_MJ.csv
1664,210592488,,positive,"fun, unless youre getting assfucked by rng (might be a skill issue:D)",,2025-11-25,opinions_MJ.csv
1665,210544342,,positive,gamba is peak 999/10,,2025-11-25,opinions_MJ.csv
1666,210533052,,positive,"Пасьянс 2.0, в разы лучше, правда игра может люто тролить на протяжении нескольких попыток.",,2025-11-25,opinions_MJ.csv
1667,210530981,,positive,good af gvng,,2025-11-25,opinions_MJ.csv
1668,210523155,,positive,house always win,,2025-11-25,opinions_MJ.csv
1669,210517690,,positive,dopamineeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,,2025-11-25,opinions_MJ.csv
1670,210509936,,positive,"If you look up guides to this game, you are a coward, FLUSH AND COPE IS THE WAY",,2025-11-25,opinions_MJ.csv
1671,210501536,,positive,"I'm a rogue-like fiend and this combines 2 of my favorite games. I even bought for my iPhone, awesome game.",,2025-11-25,opinions_MJ.csv
1672,210500279,,positive,Still gambling $_$,,2025-11-25,opinions_MJ.csv
1673,210482231,,positive,i bring up this game at my AA meetings,,2025-11-25,opinions_MJ.csv
1674,210481860,,positive,Jimbo,,2025-11-25,opinions_MJ.csv
1675,210472335,,positive,very good,,2025-11-25,opinions_MJ.csv
1676,210466722,,positive,Best game ever,,2025-11-25,opinions_MJ.csv
1677,210459595,,positive,Open Balatro Choose any deck  First shop baron  Second ante plant Die Repeat. Funniest shit ever.,,2025-11-25,opinions_MJ.csv
1678,210456172,,positive,fun,,2025-11-25,opinions_MJ.csv
1679,210449017,,positive,Good. Vale a pena jogar.,,2025-11-25,opinions_MJ.csv
1680,210430852,,positive,I've discarded my wife and kid for a Full House,,2025-11-25,opinions_MJ.csv
1681,210419430,,positive,Probably one of the best games available,,2025-11-25,opinions_MJ.csv
1682,210415739,,positive,крут,,2025-11-25,opinions_MJ.csv
1683,210411032,,positive,"Merci à Balatro d'exister God bless you (je suis accro aux jeux de cartes et d'argent depuis, merci)",,2025-11-25,opinions_MJ.csv
1684,210401448,,positive,"The type of game you spend hours on and still find stuff you didn't know about. Combines the best aspects of a rogue like and planning in a game that can last between 20-60 min. So addicting I have it on 3 different devices, would recommend even if its not your type of game.",,2025-11-25,opinions_MJ.csv
1685,210389868,,positive,One of the better games that came out in the last couple of years.,,2025-11-25,opinions_MJ.csv
1686,210381644,,positive,This game taught me poker hands and saving. And numbers go brrr,,2025-11-25,opinions_MJ.csv
1687,210366857,,positive,The numbers must go up.,,2025-11-25,opinions_MJ.csv
1688,210359951,,positive,Quite addictive to play and doesnt get boring fast (that is if you like card games).,,2025-11-25,opinions_MJ.csv
1689,210358069,,positive,"This game has a lot of universal appeal. Card games are easy and fun, and every system has been fine tuned to addiction perfection. It's very well balanced, and there's enough interesting synergies and random elements to keep runs from feeling identical. Harder difficulties demand attention and respect, and can even be stressful. There are many clever ideas, interaction is kinesthetically satisfying, the singular track is serviceable for the many hours that can disappear into the red, hypnotizing void, and it's impressive how much it does with so little.  It's exactly what it says on the tin, and no more. That this game was nominated for Game of the Year speaks more to what people look for in a video game than any amount of substance Balatro might have. During a time where every big title seems obsessed with stuffing as much needless content and fluff as possible into every endless corner, Roguelike Poker is apparently a radical enough change to become the most popular indie game of 2024.   Balatro is almost [i] immune[/i] to criticism because of its sheer simplicity. It's effectively ""perfect"" in the same way that a bowl of ice cream is perfect; there's not much you can add. You can easily have a few scoops after dinner and be satisfied, whereas a Michelin Star Five Course Meal will naturally have many things you might change to your personal preference (while also demanding more time, money, and just generally being less approachable).   I don't want to downplay the efforts of the creator and the intelligence that went into the design. I read LocalThunk's blogposts and Balatro being as satisfying as it is is not a mistake he slipped into, but the result of years of effort and fine-tuning. He deserves every dollar this game made him. It's ""Video Game Ice Cream"" only in its relative simplicity.  Because of its simplicity, however, Balatro has also drawn some of the most insipid praise I've seen in my life. ""There are no microtransactions."" ""There is no downtime."" ""Watching the number go up is satisfying."" There are MANY interesting things to say about the mechanics and systems, but only at the microscopic level of specific Jokers, Tarots, Planets, Spectrals. The wrapping is Blackjack. You can go play Blackjack with your friends and come away with the same praise. There are no microtransactions, advertisements, or content packs, [i] and[/i] there's a number that goes up. Truly revolutionary stuff.  Is anyone listening? Am I the only one who feels like this game is weirdly terrifying? I can't help but feel existential dread as I watch the score climb up to meaningless amounts, like we've concentrated what makes a video game ""fun"" into a goop that presents itself as numbers and multiplication and pretty colours. Upgrade your chips. Upgrade your mult. Find xMult for later. Find a way to get money. Isn't it satisfying when the burning fire indicates you surpassed the required score long ago? Doesn't that feel good? Doesn't that feel great?  I don't remember anything that happened in this game. I can tell you what the Hanging Chad joker does, I can tell you that Pluto upgrades High Card values, I can tell you that a Straight with an Eight at the bottom is enough to get past the first round, but I can not recall any of the specific minutes that I spent playing on this game.  I guess you're not supposed to. This is a toilet game, a waiting game. It's meant to speed up time, not take up space in the flashback you get on your deathbed. Again, this game is perfect, but that's all it is. A very, very, very, very, very, very, very good version of Candy Crush.   I don't mind its popularity. I think it's great, actually, that so many people like this little indie game, and I wish nothing but the best for the creator, who has taken the opportunity to shout out other lesser-known indie titles. But I also can't understand the awards, the obsessive praise, the people who tell me that this game is insanely great and I just HAVE to try it. Imagine if people recommended ice cream with the same vigor. Like, yeah, I guess it would be weird if you haven't tried it at least once in your life, but where are people getting this passion from? Am I somehow missing some obvious life-changing message within the cards? Or maybe the sheer genius of its game design has gone over my head.   I don't want to play this game ever again, and in writing this review I hope that I can get it out of my head forever.",,2025-11-25,opinions_MJ.csv
1690,210357103,,positive,"After 100+ hours I still can't score more than a few millions but I'm playing it at my own pace, so it's fine",,2025-11-25,opinions_MJ.csv
1691,210348055,,positive,.,,2025-11-25,opinions_MJ.csv
1692,210347760,,positive,ooga,,2025-11-25,opinions_MJ.csv
1693,210344355,,positive,wish I could have a joker irl,,2025-11-25,opinions_MJ.csv
1694,210325712,,positive,"Brilliant gameplay, super addicting, and is great on a Steam Deck!",,2025-11-25,opinions_MJ.csv
1695,210317353,,positive,i love gambling,,2025-11-25,opinions_MJ.csv
1696,210312385,,positive,muy bueno jimbo,,2025-11-25,opinions_MJ.csv
1697,210297461,,positive,She ba on my la til i tro,,2025-11-25,opinions_MJ.csv
1698,210292756,,positive,"Excellent game for those with problems they don't want to face, so they play games like this instead.",,2025-11-25,opinions_MJ.csv
1699,210285265,,positive,"I never thought that I would like a card game video game, but this pleasantly surprised me.",,2025-11-25,opinions_MJ.csv
1700,210271075,,positive,"Addictive? Yes. 16.6 hours in 3 days... I go to sleep, i still play Balatro. I get up, i play Balatro. Having a job? Nah. 🤚 Having a life? Nah. 🤚 Balatro. 👈👈",,2025-11-25,opinions_MJ.csv
1701,210669260,,negative,"Whoever came up with the idea for the Abandoned Deck is a horrible person. It’s been three weeks of me trying to get a win with this thing, and my life has been nothing but misery. I swear I graduated college, got married, and started a family all before I managed to beat this deck. Do not buy this game for the sake of your own sanity. The Abandoned Deck is always watching.",,2025-11-25,opinions_MJ.csv
1702,210440139,,negative,why is anyone looking in the negative reviews?,,2025-11-25,opinions_MJ.csv
1703,210196603,,negative,"Below average rogue-like luck-based slop. regret paying for it and don't recommend buying it.  I get the mechanics, I get how it is meant to be played, yet I don't get how there are 10 out of 150+ jokers that actually matter and the rest are hot garbage and bloat the shop and your Econ. Balatro is Repetitive, overwhelmingly boring and frustrating, and uninteresting after a while. Sure, it has addictive qualities like all rogue-likes, but they're not even entertaining after a short while.",,2025-11-24,opinions_MJ.csv
1704,210084150,,negative,"Its too rng dependent. I get RNG fucked too fucking often. Its not even that im miss playing but I just draw the WORST cards possible FOR 3 FUCKING HOURS STRAIGHT and get FUCKIGN CRAP in the store.  I can take being a pad player. I cant take bad rng over and over and over",,2025-11-24,opinions_MJ.csv
1705,210047228,,negative,gets boring really quickly,,2025-11-24,opinions_MJ.csv
1706,210019778,,negative,"Here's something the devs can do to turn this into an actual game: - introduce a proper power fantasy like ""my brother shat* himself after financial ruin caused by gambling so I'm going to become the best gambler in the world, infiltrate the casino, and once I'm at the golden table with the casino owner, I punch them in the face"", instead of ""I'm a degenerate gambler and I want to play a cute version of poker"" ...because fuck gambling. - meta progression much? - Hey, RNGeezus, take it easy, OK? And make it more fun to reach the goals set out by my suggested power fantasy - where is the skill? Is it ""where"" you put your joker in the top slots? Is it ""which"" vouchers your buy? RNGeezus says no.  I dunno, man, there's just no ""game"" here. BAFTA awards are supposed to go to works of art. Maybe Solitaire can win next year.  This is the equivalent of sports betting and online casino companies calling themselves ""gaming"". No, it's not a fucking game. It's gambling, pure and simple.  *shat = offed",,2025-11-24,opinions_MJ.csv
1707,210013706,,negative,was to easy to beat,,2025-11-24,opinions_MJ.csv
1708,210007847,,negative,This game has the depth of a puddle and is profoundly unsatisfying to play. Power based unlock systems are also a terrible way to approach player power.,,2025-11-24,opinions_MJ.csv
1709,209777060,,negative,I CANT WIN A RUN ON THIS FUCKASS GAME,,2025-11-21,opinions_MJ.csv
1710,209771637,,negative,I know what 81 * 4 is now (great game for those looking in the dislikes),,2025-11-21,opinions_MJ.csv
1711,209759962,,negative,boring ,,2025-11-21,opinions_MJ.csv
1712,209723913,,negative,The gameplay can be fun but the RNG and lack of meta progression make the experience too inconsistent for me.,,2025-11-20,opinions_MJ.csv
1713,209673922,,negative,beat the game in 2.1 hour. too easy,,2025-11-20,opinions_MJ.csv
1714,209560655,,negative,"game is good for like an hour until you realise there is no player input and runs are decided by rng before they start. Gambling is boring, actually. Some of y'all are way too proud of your gambling addictions. Dev is based at least though, I respect this dev unlike the vampire survivors ones 🤢",,2025-11-18,opinions_MJ.csv
1715,209538730,,negative,right listen up ye the fuckin game is ahh ye cos like ye i tried gamble n it didnt work gm ye,,2025-11-18,opinions_MJ.csv
1716,209519045,,negative,load error 126?,,2025-11-18,opinions_MJ.csv
1717,209515003,,negative,No real way to play casually. You must be right and lucky or else your entire run is instantly over.,,2025-11-18,opinions_MJ.csv
1718,209437881,,negative,no tutorial button,,2025-11-17,opinions_MJ.csv
1719,209429376,,negative,"too much rng, i don't like sitting for 30+ minutes to instantly die to ante 7/8  i really wanna love this game but it requires too much thinking, strategizing and future prediction to be enjoyable and effortless-ish to play",,2025-11-16,opinions_MJ.csv
1720,209152149,,negative,kinda mid,,2025-11-13,opinions_MJ.csv
1721,209151524,,negative,.,,2025-11-13,opinions_MJ.csv
1722,209136167,,negative,just not that interesting or fun,,2025-11-13,opinions_MJ.csv
1723,209082055,,negative,"bug been in game for years, sometimes you will complete a stake and it won't register as completed  why would i invest further time in a game that won't even register achievements that takes hours upon hours to grind out and unlock",,2025-11-13,opinions_MJ.csv
1724,209069299,,negative,"Infuriating RNG. Becomes unfun to play after a while. Comments and guides just make you feel stupid for struggling.  Super weak Steam Deck support, no tutorial or hint you can drag and drop Jokers ... took 15 hours until I accidentally found that out.",,2025-11-12,opinions_MJ.csv
1725,209004106,,negative,"I don't get it.   I like it when I hit high multipliers, but often times the R. N. G. will shut down your run when you least expect it. I'm actually surprised that I couldn't get into it.",,2025-11-12,opinions_MJ.csv
1726,208999189,,negative,"While I cannot deny that this is a phenomenal game, it's also the only roguelike I've ever played that's actively mocked me. I've had multiple runs in a row where the cards I needed to win the previous run show up in the next run... Minus a few components of my build. I cannot even begin to tell you how frustrating it is to lose because RNG decided to just make fun of you.   In conclusion: great game with a lot of fun builds! However, it will just make fun of you by denying you of that one card you need to win, and then add insult to injury by giving you that card immediately on your next run.",,2025-11-12,opinions_MJ.csv
1727,208978256,,negative,just terrible,,2025-11-11,opinions_MJ.csv
1728,208965066,,negative,"[b]KAMGUSTA's MINI REVIEW[/b]  The card rogue-lite everyone talks about. I understand why it's so popular, as almost everybody knows how to play cards and make a ""double"", a ""three of a kind"" or a ""flush"". Runs are also quite short and the high randomness makes all of them quite different. As a roguelike and/or deck-building game, it has big flaws: you aren't in full control of your deck (uncertainty and randomness are unavoidable) and the stacking of bonuses ([b]+[/b]chip, [b]+[/b]multi, [b]x[/b]multi) should have been clearer and better balanced. You can get to the point where a single card (a ""high"") scores more than a ""royal flush"", erasing all the fun of a card game. Game also lacks meta-progression, you just unlock more bonuses to be find on your runs. Runs are too short to build your deck or create long-term strategies - you are forced to just hope for good cards and push your luck. Best strategies focus only on gaining a lot of money to be able to reroll and trying to get (pray the RNG God) that couple uber bonuses. For all those reasons, it's not the masterpiece some people talks about and I only recommend it for casual players (in that case, add +2 to the score). It is what it is: a casual, short-lenght, mobile game.  [b]Best played with mouse Recommended buy price: 5$ Score: 5,5/10[/b]",,2025-11-11,opinions_MJ.csv
1729,208922932,,negative,">looks inside >wheel of fortune >""Nope!""",,2025-11-11,opinions_MJ.csv
1730,208920484,,negative,"Honestly? I don't think it's that great.  It's a fun concept, but by the time you get to the 5th ante or so you have to be scoring 15k chips consistently to actually progress any further. Which is just insane and is reliant on pure luck on what sorts of jokers you picked up along the way.   It's even hard to talk about what is frustrating about this because in order to understand the criticism, you have to have played it. After 6 hours of playing, I'm not even half way to beating a single run just because of the mechanics of it.",,2025-11-11,opinions_MJ.csv
1731,208851412,,negative,"This game genuinely sucks ass and I can't stop playing it.  If you want to challenge yourself even the slightest, then the entire game is RNG. You NEED to get a cohesive build within the first two Antes or else you're entirely screwed.  It's okay if you want to play the easiest difficulty. You could get past White Stake with the worst possible build in the world if you play the right hands.",,2025-11-10,opinions_MJ.csv
1732,208824208,,negative,"Mfs when the roguelike gambling game is a roguelike gambling game:  anyways stop looking at the negative reviews, the game is actually good, just buy it already",,2025-11-09,opinions_MJ.csv
1733,208796749,,negative,dear god get this thing away from me,,2025-11-09,opinions_MJ.csv
1734,208788651,,negative,"Why do i have to launch this mini game mobile port from the file explorer? Why does this game not launch by pressing 'play' in steam? Thousands of games manage to launch when started, but alas, this one does not. Guess all the hurra reviews are from gambling addicts...  Do your homework, dev(s). I'm sick of half-baked shit.",,2025-11-09,opinions_MJ.csv
1735,208743210,,negative,Mindnumbingly boring rougelike trash. How does this have 97% positive reviews?,,2025-11-08,opinions_MJ.csv
1736,208731102,,negative,"not fun, even when you're doing well",,2025-11-08,opinions_MJ.csv
1737,208683516,,negative,The Black Screen Bug is hindering this game. Very sad that there absolutely no permanent fix!,,2025-11-08,opinions_MJ.csv
1738,208665307,,negative,"Balatro is stupidly addictive. I cannot in good conscious suggest that more people play, and get entrapped by it's drug laced deck-building poker roguelike nature.",,2025-11-07,opinions_MJ.csv
1739,208613129,,negative,Was expecting more from the hype.,,2025-11-07,opinions_MJ.csv
1740,208503715,,negative,"if you are going to do any schedule based activities that require most of your day, DONT i repeat DONT BUY THIS GAME",,2025-11-05,opinions_MJ.csv
1741,208418990,,negative,eh. fun but would be way more interesting as a multiplayer experience for me. little reason to come back to this one.,,2025-11-04,opinions_MJ.csv
1742,208362679,,negative,"This isn't as much a game as it is a time sink. It's ok, but I wouldn't say it was fun.",,2025-11-04,opinions_MJ.csv
1743,208109012,,negative,this game sucks because i lost,,2025-11-01,opinions_MJ.csv
1744,208025810,,negative,"its fucking gay ",,2025-10-31,opinions_MJ.csv
1745,207956089,,negative,"When I started playing Balatro I was presented with the choice of playing a poker-like hand or exchanging cards. Trying to figure out how to balance these could be a fun learning curve. Looking at a screen full of numbers I tried mousing over them to see if there was a tool tip explaining when they meant or maybe some in-game help. No such luck. Playing hands blindly for a while I eventually ""won""? I was presented with a screen with an option to ""cash out"". Actually there was no other option. So cashing out is a good thing? Not sure. Next I'm presented with a joker that changes the rules of the game in many different ways, and a different joker-like card that is not a joker that also changes the rules of the game in many ways, and a store where I can buy cards for cash including, for my sins, a loot box. Then I'm presented with three different game modes with no explanation of why I would want to play one over the other. That is a lot of complexity to dump on the player all at once.  Lacking any help or more tutorials I wade into the game without understanding. I play some hands. Some numbers go up. Others go down. I'm not really sure what I should pay attention to. After a while it dawns on me. I have no idea what the goal is. Trying to figure out the byzantine rules and how they combine is slightly fun, but I have no sense of progress and no sense of purpose. The only thing I can tell for sure is when I win a round  I assume eventually I'll reach some sort of major win state, but frankly I lack the patience for it.  This might be a good game, but it needs more comprehensive tutorials and/or in-game help system to help players up the learning curve.",,2025-10-30,opinions_MJ.csv
1746,207920804,,negative,"it's a very hard title to really put a thumb on...  At the very core of the game play, this is nearly perfect and too naked at the same time that Balatro felt so brutally straightforward.   It is almost hypocritical to say that you actually miss some extra fluff eg: more animation/mini-games because the game was designed so that you would just get right into it without having to deal with anything else but the bulk of the gameplay which is the strategy, yet, because you literally just grind it out the minute you boot the game up made it felt so much like your 9-5 job that I just can't continue play for too long each session.  ",,2025-10-30,opinions_MJ.csv
1747,207849018,,negative,Number go up,,2025-10-29,opinions_MJ.csv
1748,207736331,,negative,bad game,,2025-10-27,opinions_MJ.csv
1749,207720136,,negative,Much like my issues with Cloverpit and other luck based games it stops being fun when the game stops allowing you to win. In Cloverpit I gave up after 65 losses in a row. Here it took less because the frustration points are more egregious. Delay between selecting things and the game actually allowing you to play have given me more than enough time to say: I don't recommend this game. I will actively tell people to avoid this game. I actually hope that people making games like this lose their jobs.,,2025-10-27,opinions_MJ.csv
1750,207688386,,negative,"It's fun on the first set of difficulties, but eventually it just becomes a tedious exercise of what feels like the game developers actively taunting you with how close you get to the next band before rug-pulling.  Eventually EVERYTHING hinges on you being just lucky enough with just the right set of jokers at just the right stages and it just stops being fun. Especially when what counts for the conditions of a card, i.e. what is considered an enhanced card, seems horribly arbitrary.  Furthermore - the conditions that cause deterioration are badly designed - losing points on Ramen, a multiplying joker that loses .01 of its multiplyer per card discarded, when the Boss Blind is Hook, a joker that discards 2 per hand played - this is ridiculous! The Arm, which takes away a level of a hand played - an utterly unfair Boss Blind that just makes your efforts feel wasted.   The Wall and later Violet Vessel, especially on higher difficulties, are just cruel. Especially as the cards which have a 1 in however much chance of popping clearly don't work properly and need to be fixed. Even when you have the joker which doubles their chances of activating they don't work unless the base chance is a 1 in 2.  I want to like this game, but there are so many aspects that just make me go to the devs ""what do you expect me to do when I'm not being given anything to work with?""",,2025-10-27,opinions_MJ.csv
1751,207684461,,negative,the evil clown was mean to me whenever i lost a bind :(,,2025-10-27,opinions_MJ.csv
1752,207617654,,negative,FUCK YOU,,2025-10-26,opinions_MJ.csv
1753,207593453,,negative,Game used to work on Linux but doesn't after update.,,2025-10-25,opinions_MJ.csv
1754,207418287,,negative,Umamusume is better,,2025-10-23,opinions_MJ.csv
1755,207407023,,negative,"I miss when roguelikes weren't just bureaucracy. I'm a number cruncher ""playing"" poker and throwing random crap on the table.",,2025-10-23,opinions_MJ.csv
1756,207356625,,negative,it's good but it won't give me my last two achievements for gold staking every deck and joker,,2025-10-23,opinions_MJ.csv
1757,207335690,,negative,"Cant kill jimbo, 0/10",,2025-10-22,opinions_MJ.csv
1758,207273387,,negative,The game is really easy and offers not much challenge until you start stacking stakes and at that point you start to just gamble for wins.,,2025-10-21,opinions_MJ.csv
1759,207223640,,negative,no pg 13 bad :( was scarred of gambling,,2025-10-21,opinions_MJ.csv
1760,207216472,,negative,has ruined my life,,2025-10-21,opinions_MJ.csv
1761,207208310,,negative,absolute boring game for gambling addicts have no idea why it was even nominated for game of the year,,2025-10-21,opinions_MJ.csv
1762,207200026,,negative,"Idek how tf people actually understand ts, all luck",,2025-10-20,opinions_MJ.csv
1763,207146984,,negative,hyped for nothing,,2025-10-20,opinions_MJ.csv
1764,207113721,,negative,this game is dookie poopie,,2025-10-19,opinions_MJ.csv
1765,207065194,,negative,rng,,2025-10-19,opinions_MJ.csv
1766,207047451,,negative,bloodstone,,2025-10-18,opinions_MJ.csv
1767,207041000,,negative,Shit,,2025-10-18,opinions_MJ.csv
1768,207031935,,negative,"Clickbaited, no Jimbo sucking on a banana in the game don't buy it",,2025-10-18,opinions_MJ.csv
1769,206986899,,negative,"Really fun at low stakes while you're still figuring out how to combine different jokers and cards and unlocking stuff, but then turns into a tedious unfun RNG-fest where you can lose a hundred or so runs in a row just to things entirely out of your control and essentially waste hours of your life which could be spent on something much more productive. Recommend playing until somewhere around Purple stake, after that - either prepare for a boring RNG-slog or go find something more fun to do.",,2025-10-18,opinions_MJ.csv
1770,206961303,,negative,top 5 most overglazed games ever bro this is so boring,,2025-10-17,opinions_MJ.csv
1771,206896155,,negative,"FUCK VIOLEY VESSELK ",,2025-10-17,opinions_MJ.csv
1772,206883419,,negative,"I tried to like this game but honestly it's really annoying with all the ""gotcha"" mechanics they have. Like I don't mind games with luck or variance but this game targets your lack of experience once you develop a feel for how the game is supposed to work.   I've lost to a final boss a few times because  1. They didn't mention wild cards count for debuff blinds  2. That a joker that copies the properties of another one based on position will be deactivated too on a boss blind that disables jokers (which is partially my fault but the annoying thing is they don't tell you that joker order matters and that you can move jokers whenever)  3. The most common, the game picks a boss blind that just shits on your current deck. Like there's an element of randomness but whenever I test a build (for instance going for flushes) the same boss blind comes up over and over again (disable a key suit or unique hands only)  Like I get the appeal of finding synergies and feeling like you busted the game, that parts fun, but the targeted RNG makes it more frustrating than it's worth because once you get the basics (EV, the difference between additive multiplication and true multiplication, the algebra equation that the jokers are) it's a 40 minute minefield of what you don't know and the only lesson I learn is watch out for that particular mechanic next time.",,2025-10-16,opinions_MJ.csv
1773,206875469,,negative,"I wish there was a way to write a review without having to recommend it or not. If you love card games and poker and want to play them on a computer, you might love this game. I was hoping that this would be more than that, based on the hype around it, but after playing it, that's pretty much all it was to me. Yes, you can get multiplier cards and things to build your deck, but it was still just a card game at the end of the day. I don't understand what people find so addicting about it or anything. It ended up being as boring as it looked to me.",,2025-10-16,opinions_MJ.csv
1774,206853981,,negative,nej,,2025-10-16,opinions_MJ.csv
1775,206816775,,negative,no,,2025-10-15,opinions_MJ.csv
1776,206764320,,negative,I forgot to eat the entire day because of this game... Not the healthiest game to have in your library.,,2025-10-15,opinions_MJ.csv
1777,206538404,,negative,Beyond unplayable. Half the games just disable more than half your cards. The joker effects are not always applied.,,2025-10-12,opinions_MJ.csv
1778,206480603,,negative,game changes screen brightness on exit,,2025-10-11,opinions_MJ.csv
1779,206387450,,negative,-,,2025-10-10,opinions_MJ.csv
1780,206313457,,negative,"I LOVE THIS GAME, COOL MECHANICS, GREAT COLLECTABLE SYSTEM, CHALLENGING.",,2025-10-10,opinions_MJ.csv
1781,206120026,,negative,"couldn't win a single run for 10 hours then game solved it self with randomness and i got achievement 100,000K for scoring 100 000 000 in a single hand that only 22.6% of players have. game is a random garbage that make fun of you every time you loose and doesn't give enough information for what you did wrong. i miss the time when games were fun from the beginning and didn't require you to spend 10s of hours just to reach skill floor",,2025-10-07,opinions_MJ.csv
